<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
DHG,20120223,24.91,24.91,24.32,24.71,20780
DHG,20120222,25.30,25.30,24.71,24.91,7770
DHG,20120221,25.89,25.89,24.71,24.71,37170
DHG,20120220,25.50,25.89,25.50,25.89,20000
DHG,20120217,24.32,24.90,24.32,24.91,26080
DHG,20120216,23.93,24.13,23.93,24.12,6320
DHG,20120215,24.32,24.32,23.93,23.93,18900
DHG,20120214,23.93,24.32,23.93,24.32,3060
DHG,20120213,23.73,24.32,23.73,24.32,11080
DHG,20120210,24.12,24.12,23.73,23.73,2980
DHG,20120209,23.92,24.12,23.73,23.73,4450
DHG,20120208,23.53,24.12,23.34,24.12,3320
DHG,20120207,23.54,23.54,23.14,23.14,1190
DHG,20120206,24.32,24.32,23.34,23.34,4460
DHG,20120203,25.10,25.10,24.32,24.32,10700
DHG,20120202,24.51,24.51,24.12,24.32,6850
DHG,20120201,23.93,24.12,23.93,24.12,8480
DHG,20120131,23.73,23.73,23.54,23.73,6440
DHG,20120130,23.14,23.34,23.14,23.34,12130
DHG,20120120,23.14,23.14,22.56,22.75,6280
DHG,20120119,22.75,22.75,22.36,22.36,2620
DHG,20120118,22.75,22.75,22.16,22.16,6510
DHG,20120117,22.16,22.75,22.16,22.36,4810
DHG,20120116,22.95,22.95,22.16,22.75,2440
DHG,20120113,21.77,22.35,21.77,22.36,45470
DHG,20120112,21.38,21.77,21.38,21.57,23240
DHG,20120111,22.75,22.75,22.16,22.16,20420
DHG,20120110,20.79,22.35,20.79,22.36,15260
DHG,20120109,21.57,21.57,20.79,21.57,7860
DHG,20120106,21.57,21.57,20.99,21.18,34930
DHG,20120105,21.77,21.77,21.77,21.77,10
DHG,20120104,22.17,22.17,21.97,21.97,6040
DHG,20120103,22.36,22.36,21.97,21.97,1300
DHG,20111230,21.37,21.96,21.37,21.97,16130
DHG,20111229,20.98,21.57,20.98,21.57,18840
DHG,20111228,21.77,22.16,21.57,21.57,27340
DHG,20111227,21.96,21.96,21.57,21.57,2110
DHG,20111226,22.17,22.17,21.58,22.16,12620
DHG,20111223,20.40,21.97,20.40,21.97,3010
DHG,20111222,21.77,21.77,21.38,21.38,19000
DHG,20111221,22.76,22.76,22.36,22.36,9200
DHG,20111220,22.75,22.75,22.55,22.56,1380
DHG,20111219,22.95,22.95,22.75,22.75,17500
DHG,20111216,23.15,23.15,22.76,22.95,35970
DHG,20111215,21.77,22.55,21.77,22.56,28110
DHG,20111214,21.77,22.75,21.77,22.75,21200
DHG,20111213,21.58,22.36,21.58,21.77,8250
DHG,20111212,22.56,22.56,22.36,22.36,15530
DHG,20111209,22.56,22.56,21.97,22.56,250
DHG,20111208,22.75,22.75,22.36,22.56,2850
DHG,20111207,22.95,22.95,22.75,22.75,950
DHG,20111206,22.75,22.95,22.75,22.75,14840
DHG,20111205,23.34,23.34,22.56,22.75,9990
DHG,20111202,22.76,22.76,22.17,22.56,9930
DHG,20111201,22.75,22.75,22.55,22.56,13310
DHG,20111130,23.15,23.15,22.75,22.75,11030
DHG,20111129,23.92,23.92,22.75,22.95,27520
DHG,20111128,23.53,23.53,22.94,23.14,10570
DHG,20111125,23.53,23.53,23.14,23.14,6070
DHG,20111124,23.34,23.73,23.14,23.73,2670
DHG,20111123,23.74,23.93,23.54,23.73,2260
DHG,20111122,23.73,23.73,23.34,23.54,7720
DHG,20111121,23.54,24.32,22.75,23.34,16110
DHG,20111118,24.52,24.52,23.34,23.34,83560
DHG,20111117,25.50,25.70,24.52,24.52,36910
DHG,20111116,25.88,25.88,25.11,25.11,18210
DHG,20111115,25.49,25.68,25.10,25.11,26000
DHG,20111114,26.07,26.07,25.30,25.68,62570
DHG,20111111,25.11,25.50,25.11,25.30,39000
DHG,20111110,25.49,25.68,25.10,25.11,2900
DHG,20111109,25.49,25.49,25.49,25.49,13470
DHG,20111108,25.68,25.68,25.49,25.49,9410
DHG,20111107,25.30,25.88,25.30,25.68,19520
DHG,20111104,25.49,25.49,25.11,25.49,113420
DHG,20111103,25.68,25.68,25.29,25.30,12240
DHG,20111102,25.88,25.88,25.69,25.68,53360
DHG,20111101,25.30,25.88,25.10,25.88,21940
DHG,20111031,25.88,25.88,25.11,25.49,29490
DHG,20111028,26.08,26.08,25.30,25.30,16050
DHG,20111027,25.11,25.30,25.11,25.11,12000
DHG,20111026,25.30,25.50,25.11,25.30,18330
DHG,20111025,25.11,25.30,25.11,25.11,27820
DHG,20111024,26.07,26.07,25.10,25.11,41150
DHG,20111021,25.11,25.50,25.11,25.49,13520
DHG,20111020,25.50,25.50,25.11,25.11,18970
DHG,20111019,25.11,25.88,25.11,25.11,14340
DHG,20111018,25.49,25.49,25.10,25.11,31980
DHG,20111017,26.46,26.46,25.69,25.68,10250
DHG,20111014,25.68,25.87,25.49,25.88,20790
DHG,20111013,25.88,25.88,25.49,25.68,11060
DHG,20111012,26.65,26.65,25.87,25.88,19060
DHG,20111011,25.88,26.26,25.30,26.26,23240
DHG,20111010,25.87,26.45,25.49,25.49,7760
DHG,20111007,25.49,26.26,25.49,26.26,25860
DHG,20111006,25.11,25.50,24.92,25.49,18340
DHG,20111005,26.26,26.26,25.10,25.11,108250
DHG,20111004,25.87,26.84,25.68,25.68,41270
DHG,20111003,26.65,26.84,26.26,26.84,39320
DHG,20110930,25.69,26.46,25.49,25.68,103990
DHG,20110929,25.30,25.49,24.91,25.30,32420
DHG,20110928,24.91,24.91,23.75,24.91,80790
DHG,20110927,23.75,23.75,23.17,23.75,59110
DHG,20110926,23.56,23.76,23.37,23.56,58470
DHG,20110923,23.17,23.56,23.17,23.37,7660
DHG,20110922,23.17,24.33,23.17,23.17,92300
DHG,20110921,23.17,23.36,22.98,23.17,64480
DHG,20110920,23.17,23.17,22.98,23.17,34900
DHG,20110919,23.18,23.18,22.79,22.98,17160
DHG,20110916,22.79,23.18,22.79,22.79,21110
DHG,20110915,22.79,23.37,22.40,22.79,31720
DHG,20110914,23.56,23.56,22.98,22.98,62270
DHG,20110913,23.17,23.36,23.17,23.37,40730
DHG,20110912,23.37,23.37,22.79,23.17,13610
DHG,20110909,23.56,23.56,23.37,23.37,91510
DHG,20110908,23.36,23.36,22.98,23.37,54880
DHG,20110907,22.79,23.18,22.79,23.17,112130
DHG,20110906,22.79,22.79,22.40,22.79,152920
DHG,20110905,22.98,22.98,22.79,22.79,55160
DHG,20110901,22.79,22.98,22.79,22.79,28290
DHG,20110831,22.79,22.79,22.60,22.79,111720
DHG,20110830,22.79,23.18,22.79,22.79,77690
DHG,20110829,22.59,22.78,22.59,22.79,84480
DHG,20110826,22.98,22.98,22.40,22.59,63280
DHG,20110825,21.83,22.41,21.83,22.40,26420
DHG,20110824,22.20,22.20,21.83,22.02,85400
DHG,20110823,22.02,22.39,22.02,22.20,28380
DHG,20110822,22.20,22.38,22.01,22.02,52560
DHG,20110819,22.38,22.38,21.83,22.38,23820
DHG,20110818,22.20,22.57,22.20,22.38,54300
DHG,20110817,22.02,22.20,21.65,22.20,49180
DHG,20110816,20.92,21.65,20.92,21.65,56510
DHG,20110815,20.55,20.92,20.55,20.92,24580
DHG,20110812,20.36,20.73,20.36,20.55,62750
DHG,20110811,20.18,20.37,19.82,20.36,32600
DHG,20110810,20.55,20.55,20.36,20.55,8640
DHG,20110809,19.44,19.99,19.44,19.63,35770
DHG,20110808,21.65,21.65,20.37,20.36,56310
DHG,20110805,21.28,21.65,20.91,20.92,37230
DHG,20110804,21.10,21.28,20.92,21.28,1440
DHG,20110803,20.92,21.10,20.73,21.10,7880
DHG,20110802,21.65,21.65,20.91,21.10,6420
DHG,20110801,21.65,22.02,21.47,21.83,2110
DHG,20110729,22.20,22.38,22.01,22.02,6830
DHG,20110728,22.57,22.57,22.20,22.38,2050
DHG,20110727,22.02,22.38,21.83,22.20,25500
DHG,20110726,20.92,21.65,20.92,21.65,6910
DHG,20110725,21.65,21.65,21.10,21.10,4680
DHG,20110722,21.28,21.47,20.92,21.47,46170
DHG,20110721,20.92,20.92,20.55,20.55,3710
DHG,20110720,21.28,21.28,20.55,20.92,9920
DHG,20110719,21.28,21.47,21.10,21.10,39620
DHG,20110718,20.73,21.10,20.73,21.10,5255
DHG,20110715,20.54,20.73,20.36,20.73,8420
DHG,20110714,20.36,20.73,20.18,20.36,14050
DHG,20110713,20.73,20.73,20.18,20.18,26550
DHG,20110712,20.92,20.92,20.19,20.18,29500
DHG,20110711,21.10,21.28,20.92,20.92,3260
DHG,20110708,20.92,21.10,20.92,21.10,23550
DHG,20110707,20.73,20.91,20.73,20.92,21320
DHG,20110706,20.91,20.91,20.55,20.73,12010
DHG,20110705,21.10,21.10,20.55,20.73,7110
DHG,20110704,20.73,20.91,20.18,20.92,39210
DHG,20110701,20.92,21.29,20.74,20.73,15800
DHG,20110630,20.92,21.29,20.92,20.92,10780
DHG,20110629,21.09,21.09,20.91,20.92,63370
DHG,20110628,20.37,20.37,20.19,20.36,79660
DHG,20110627,19.72,19.72,19.11,19.42,55330
DHG,20110624,19.42,19.57,19.42,19.57,61790
DHG,20110623,19.11,19.42,19.11,19.42,14110
DHG,20110622,19.12,19.57,19.12,19.11,110220
DHG,20110621,18.35,18.81,17.74,18.81,14300
DHG,20110620,18.50,18.66,18.35,18.50,2560
DHG,20110617,18.50,18.50,18.35,18.35,27510
DHG,20110616,18.19,18.34,18.19,18.35,4890
DHG,20110615,18.04,18.19,18.04,18.19,12750
DHG,20110614,18.04,18.19,18.04,18.04,4360
DHG,20110613,17.89,18.20,17.89,18.19,9240
DHG,20110610,17.43,17.89,17.43,17.89,2150
DHG,20110609,17.28,17.43,17.28,17.28,32560
DHG,20110608,17.43,17.43,17.28,17.28,12090
DHG,20110607,17.28,18.04,17.28,17.43,21960
DHG,20110606,17.58,17.89,17.27,17.28,4660
DHG,20110603,17.73,17.73,17.27,17.58,3680
DHG,20110602,18.04,18.04,17.58,17.58,4840
DHG,20110601,17.59,17.59,17.59,17.58,200
DHG,20110531,17.28,17.43,17.28,17.28,5990
DHG,20110530,17.74,17.74,17.28,17.43,23700
DHG,20110527,17.43,17.43,17.13,17.28,15170
DHG,20110526,16.67,17.28,15.91,16.82,6530
DHG,20110525,17.43,17.58,16.67,16.67,40600
DHG,20110524,17.58,18.04,17.43,17.43,80970
DHG,20110523,19.11,19.11,18.19,18.19,24910
DHG,20110520,19.26,19.26,19.11,19.11,15370
DHG,20110519,19.26,19.41,19.11,19.11,9570
DHG,20110518,19.26,19.26,19.11,19.26,2540
DHG,20110517,19.11,19.26,18.96,19.26,12350
DHG,20110516,19.11,19.11,19.11,19.11,13370
DHG,20110513,19.26,19.26,19.11,19.11,26400
DHG,20110512,19.11,19.26,19.11,19.11,11720
DHG,20110511,19.11,19.27,19.11,19.11,7500
DHG,20110510,19.42,19.42,18.96,18.96,7250
DHG,20110509,19.26,19.42,19.11,19.42,12340
DHG,20110506,19.11,19.11,18.96,19.11,17800
DHG,20110505,18.50,19.11,18.19,19.11,31370
DHG,20110504,18.50,18.50,18.50,18.50,18670
DHG,20110429,18.35,18.50,18.35,18.50,6530
DHG,20110428,18.04,18.35,18.04,18.35,10580
DHG,20110427,18.50,18.50,18.19,18.35,34020
DHG,20110426,18.04,18.20,18.04,18.19,4450
DHG,20110425,18.20,18.35,18.20,18.35,6200
DHG,20110422,18.35,18.35,18.20,18.35,8740
DHG,20110421,18.34,18.34,18.34,18.35,1010
DHG,20110420,18.19,18.19,18.04,18.19,29450
DHG,20110419,18.04,18.19,18.04,18.04,3500
DHG,20110418,18.20,18.35,18.04,18.04,3001
DHG,20110415,18.35,18.50,18.35,18.35,10670
DHG,20110414,18.35,18.35,18.20,18.35,7370
DHG,20110413,18.35,18.35,18.19,18.35,35810
DHG,20110408,18.19,18.19,18.04,18.04,22120
DHG,20110407,17.89,18.20,17.89,18.19,13630
DHG,20110406,17.89,17.89,17.74,17.89,31180
DHG,20110405,17.74,17.89,17.74,17.89,4870
DHG,20110404,18.04,18.04,17.73,17.74,4550
DHG,20110401,17.74,17.74,17.58,17.58,10030
DHG,20110331,17.74,17.89,17.74,17.89,25140
DHG,20110330,18.05,18.05,17.74,17.89,7330
DHG,20110329,17.89,17.89,17.43,17.74,33220
DHG,20110328,17.58,17.89,17.58,17.89,21600
DHG,20110325,17.43,18.04,17.43,17.58,1760
DHG,20110324,17.43,17.58,17.43,17.58,120
DHG,20110323,17.43,17.43,17.43,17.43,1340
DHG,20110322,17.58,17.58,17.43,17.43,3790
DHG,20110321,18.19,18.19,17.58,17.58,810
DHG,20110318,17.58,17.58,17.58,17.58,1340
DHG,20110317,17.58,17.58,17.58,17.58,250
DHG,20110316,18.04,18.04,17.58,17.58,730
DHG,20110314,17.58,17.58,17.58,17.58,170
DHG,20110311,18.19,18.19,18.04,18.04,3200
DHG,20110310,17.43,18.04,17.43,18.04,24430
DHG,20110309,17.58,17.58,17.43,17.43,1300
DHG,20110308,17.43,17.43,17.12,17.12,270
DHG,20110307,16.97,17.43,16.97,17.43,1230
DHG,20110304,17.28,17.28,17.28,17.28,310
DHG,20110303,16.82,16.97,16.82,16.97,1110
DHG,20110302,17.28,17.28,16.97,16.97,1430
DHG,20110301,17.12,17.28,17.12,17.28,2580
DHG,20110228,17.43,17.58,17.43,17.43,16150
DHG,20110225,17.73,17.73,17.43,17.43,20020
DHG,20110224,17.89,17.89,17.13,17.12,1210
DHG,20110223,17.74,17.74,17.28,17.28,21200
DHG,20110222,16.82,17.73,16.82,17.74,22040
DHG,20110221,18.04,18.04,17.58,17.58,9110
DHG,20110218,18.04,18.04,17.89,17.89,5960
DHG,20110217,17.89,18.04,17.89,18.04,1750
DHG,20110216,18.19,18.19,17.73,17.89,3980
DHG,20110215,17.43,17.74,17.43,17.58,5130
DHG,20110214,17.89,18.05,17.89,17.89,4490
DHG,20110210,17.74,17.74,17.74,17.74,49010
DHG,20110209,18.35,18.35,17.74,17.74,11970
DHG,20110208,17.89,17.89,17.28,17.74,7350
DHG,20110128,18.04,18.04,17.89,17.89,7660
DHG,20110127,18.04,18.04,17.89,18.04,29090
DHG,20110126,18.04,18.04,17.89,17.89,4690
DHG,20110125,17.89,17.89,17.58,17.89,19710
DHG,20110124,18.04,18.04,17.89,18.04,22360
DHG,20110121,18.34,18.34,18.04,18.04,25700
DHG,20110120,18.04,18.20,18.04,18.19,15920
DHG,20110119,18.04,18.04,17.89,17.89,4810
DHG,20110118,17.89,17.89,17.74,17.89,45390
DHG,20110117,18.04,18.04,17.89,17.89,21700
DHG,20110114,18.19,18.19,17.89,17.89,2240
DHG,20110113,17.58,17.58,17.58,17.58,17610
DHG,20110112,18.04,18.04,17.58,17.58,9380
DHG,20110111,17.58,17.58,17.58,17.58,2860
DHG,20110110,17.74,17.74,17.59,17.58,24000
DHG,20110107,18.04,18.04,17.73,17.74,33200
DHG,20110106,18.04,18.04,18.04,18.04,7000
DHG,20110105,18.19,18.19,18.04,18.04,52090
DHG,20110104,18.20,18.35,18.20,18.19,5210
DHG,20101231,17.74,18.35,17.74,18.35,43650
DHG,20101230,17.88,18.04,17.73,17.74,71900
DHG,20101229,18.50,18.50,18.04,18.19,22160
DHG,20101228,18.04,18.50,18.04,18.50,39210
DHG,20101227,18.35,18.35,18.19,18.35,27810
DHG,20101224,18.19,18.19,18.04,18.04,9310
DHG,20101223,18.04,18.04,17.89,18.04,40600
DHG,20101222,18.20,18.35,17.89,18.04,72230
DHG,20101221,18.04,18.35,17.89,18.35,28110
DHG,20101220,17.89,18.20,17.89,18.04,5570
DHG,20101217,18.20,18.20,17.74,17.89,26610
DHG,20101216,17.74,17.74,17.74,17.74,15360
DHG,20101215,18.20,18.20,17.74,17.74,27170
DHG,20101214,17.58,17.73,17.58,17.74,38320
DHG,20101213,17.43,17.58,17.28,17.58,78960
DHG,20101210,17.43,17.43,17.27,17.43,37740
DHG,20101209,17.12,17.27,17.12,17.12,21600
DHG,20101208,17.12,17.12,16.97,17.12,22360
DHG,20101207,17.12,17.12,16.97,16.97,9300
DHG,20101206,17.12,17.12,16.97,16.97,4260
DHG,20101203,16.82,16.98,16.67,16.97,13070
DHG,20101202,16.67,16.67,16.67,16.67,1790
DHG,20101201,16.82,16.82,16.82,16.82,15520
DHG,20101130,16.67,16.82,16.67,16.82,19110
DHG,20101129,16.97,16.97,16.82,16.82,4320
DHG,20101126,17.28,17.28,16.82,16.82,3570
DHG,20101125,16.82,17.28,16.82,17.28,3110
DHG,20101124,16.36,16.82,16.36,16.82,3720
DHG,20101123,16.21,16.36,16.05,16.36,4490
DHG,20101122,16.36,16.67,16.36,16.36,1540
DHG,20101119,16.82,16.82,16.06,16.82,12920
DHG,20101118,16.82,16.82,16.82,16.82,1210
DHG,20101117,17.13,17.13,15.91,16.97,5350
DHG,20101116,16.82,16.82,16.67,16.67,2690
DHG,20101115,17.43,17.43,17.43,17.43,1000
DHG,20101112,17.43,17.43,17.28,17.28,1490
DHG,20101111,16.82,17.28,16.82,17.28,5100
DHG,20101110,17.28,17.28,16.67,17.28,7490
DHG,20101109,17.28,17.28,17.28,17.28,460
DHG,20101108,17.43,17.43,17.43,17.43,1330
DHG,20101105,17.43,17.43,17.43,17.43,300
DHG,20101104,17.28,17.43,17.28,17.43,1220
DHG,20101103,17.43,17.43,17.43,17.43,3550
DHG,20101102,17.43,17.43,17.43,17.43,690
DHG,20101101,17.58,17.58,17.58,17.58,1550
DHG,20101029,17.89,17.89,17.43,17.58,12430
DHG,20101028,17.58,17.58,17.43,17.58,38810
DHG,20101027,17.58,17.58,17.43,17.58,12760
DHG,20101026,17.58,17.58,17.58,17.58,12700
DHG,20101025,17.43,17.59,17.43,17.58,2670
DHG,20101022,17.58,17.58,17.27,17.28,13140
DHG,20101021,16.97,17.12,16.97,17.12,10570
DHG,20101020,16.97,17.12,16.97,17.12,1660
DHG,20101019,16.82,17.13,16.82,16.97,1540
DHG,20101018,17.28,17.59,17.13,17.28,25970
DHG,20101015,17.43,17.43,17.13,17.28,9910
DHG,20101014,17.43,17.43,17.28,17.28,4500
DHG,20101013,17.89,17.89,17.43,17.43,4950
DHG,20101012,17.43,17.43,17.43,17.43,100
DHG,20101011,17.74,17.74,17.43,17.43,110
DHG,20101008,17.58,17.58,17.43,17.43,20840
DHG,20101007,17.43,17.58,17.43,17.43,17480
DHG,20101006,17.74,17.89,17.43,17.58,65050
DHG,20101005,17.43,17.43,17.28,17.43,32490
DHG,20101004,17.43,17.43,17.43,17.43,23370
DHG,20101001,17.28,17.28,17.28,17.28,7790
DHG,20100930,17.13,17.28,17.13,17.28,8000
DHG,20100929,17.28,17.43,17.13,17.13,34340
DHG,20100928,17.43,17.43,17.28,17.28,25370
DHG,20100927,17.73,17.73,17.28,17.28,25960
DHG,20100924,17.43,17.43,17.43,17.43,9960
DHG,20100923,17.43,17.43,17.43,17.43,450
DHG,20100922,17.58,17.73,17.43,17.43,83100
DHG,20100921,17.43,17.58,17.43,17.43,47340
DHG,20100920,17.43,17.43,17.43,17.43,28010
DHG,20100917,17.43,17.43,17.43,17.43,22870
DHG,20100916,17.58,17.58,17.43,17.43,43410
DHG,20100915,17.88,17.88,17.58,17.58,14330
DHG,20100914,17.43,17.88,17.43,17.58,1440
DHG,20100913,17.73,17.73,17.43,17.43,10980
DHG,20100910,17.58,17.58,17.58,17.58,180
DHG,20100909,17.58,17.58,17.58,17.58,8300
DHG,20100908,17.58,17.58,17.58,17.58,2690
DHG,20100907,17.73,17.73,17.58,17.73,9830
DHG,20100906,18.18,18.18,17.73,17.73,55810
DHG,20100901,17.73,17.88,17.58,17.73,35520
DHG,20100831,17.73,17.73,17.58,17.73,13690
DHG,20100830,17.73,17.88,17.73,17.73,7140
DHG,20100827,17.58,17.58,17.43,17.58,15300
DHG,20100826,17.58,17.58,17.43,17.43,23180
DHG,20100825,17.73,17.73,17.43,17.43,16580
DHG,20100824,17.74,17.74,17.28,17.28,16320
DHG,20100823,18.03,18.03,17.88,18.04,5110
DHG,20100820,18.18,18.18,17.88,17.88,18860
DHG,20100819,18.04,18.04,17.89,17.88,19030
DHG,20100818,18.19,18.34,18.19,18.19,6940
DHG,20100817,18.04,18.19,18.04,18.19,2690
DHG,20100816,18.04,18.19,18.04,18.04,1560
DHG,20100813,18.04,18.04,17.89,18.04,27390
DHG,20100812,18.04,18.04,17.89,18.04,23680
DHG,20100811,18.04,18.19,18.04,18.04,17660
DHG,20100810,18.04,18.04,18.04,18.04,9870
DHG,20100809,18.19,18.19,18.04,18.04,5460
DHG,20100806,18.04,18.19,18.04,18.04,6440
DHG,20100805,18.03,18.03,17.88,18.04,3230
DHG,20100804,18.19,18.19,17.89,17.88,17090
DHG,20100803,17.88,18.03,17.88,18.04,13530
DHG,20100802,18.34,18.34,17.89,17.88,9070
DHG,20100730,18.04,18.19,18.04,18.19,45790
DHG,20100729,17.89,18.04,17.89,18.04,3390
DHG,20100728,18.04,18.04,18.04,18.04,5210
DHG,20100727,18.04,18.19,18.04,18.04,27480
DHG,20100726,18.19,18.19,18.04,18.04,7450
DHG,20100723,17.88,18.18,17.88,18.19,21370
DHG,20100722,17.88,17.88,17.73,17.73,1280
DHG,20100721,17.58,17.88,17.58,17.88,9990
DHG,20100720,17.88,17.88,17.58,17.58,2160
DHG,20100719,17.73,17.88,17.58,17.88,21840
DHG,20100716,17.88,17.88,17.58,17.58,15350
DHG,20100715,17.43,17.58,17.43,17.58,2490
DHG,20100714,17.88,17.88,17.73,17.73,9630
DHG,20100713,17.58,17.73,17.58,17.73,41420
DHG,20100712,17.58,17.58,17.43,17.58,5570
DHG,20100709,17.58,17.58,17.43,17.58,7120
DHG,20100708,17.43,17.43,17.43,17.43,1400
DHG,20100707,17.73,17.73,17.28,17.43,40720
DHG,20100706,17.73,17.73,17.58,17.58,3770
DHG,20100705,17.73,17.73,17.73,17.73,9520
DHG,20100702,17.73,17.73,17.73,17.73,11970
DHG,20100701,17.73,17.73,17.73,17.73,850
DHG,20100630,17.88,17.88,17.73,17.73,31840
DHG,20100629,17.88,17.88,17.73,17.88,2500
DHG,20100628,17.88,17.88,17.58,17.58,17900
DHG,20100625,17.73,17.88,17.73,17.88,12240
DHG,20100624,17.58,17.88,17.58,17.73,36310
DHG,20100623,17.73,18.03,17.58,17.58,35300
DHG,20100622,17.58,18.03,17.58,17.58,22910
DHG,20100621,17.73,17.88,17.58,17.58,14840
DHG,20100618,17.58,17.73,17.58,17.73,24820
DHG,20100617,17.58,18.03,17.58,17.58,22890
DHG,20100616,17.43,18.03,17.43,17.58,49600
DHG,20100615,17.58,17.73,17.58,17.73,14120
DHG,20100614,17.88,17.88,17.73,17.88,11810
DHG,20100611,17.88,17.88,17.73,17.88,1010
DHG,20100610,18.03,18.03,17.88,17.88,10250
DHG,20100609,17.88,17.88,17.58,17.58,4850
DHG,20100608,17.74,17.74,17.43,17.58,4550
DHG,20100607,17.74,18.04,17.58,18.04,5900
DHG,20100604,18.03,18.18,17.88,18.19,2080
DHG,20100603,17.89,18.19,17.89,17.88,3360
DHG,20100602,18.19,18.19,18.19,18.19,480
DHG,20100601,17.73,18.18,17.73,18.19,1540
DHG,20100531,18.04,18.34,17.89,17.88,4340
DHG,20100528,18.19,18.49,18.19,18.34,7700
DHG,20100527,17.88,18.03,17.88,18.04,14790
DHG,20100526,17.58,17.88,17.58,17.88,23310
DHG,20100525,17.58,17.88,17.58,17.58,49800
DHG,20100524,17.28,17.89,17.28,17.43,39480
DHG,20100521,17.58,17.58,17.28,17.28,67670
DHG,20100520,17.35,17.65,17.35,17.66,55360
DHG,20100519,17.80,17.80,17.35,17.35,46550
DHG,20100518,17.66,17.66,17.36,17.35,8510
DHG,20100517,18.11,18.11,17.66,17.66,25550
DHG,20100514,18.56,18.56,18.11,18.11,16600
DHG,20100513,18.11,18.26,17.96,17.96,39730
DHG,20100512,18.11,18.26,18.11,18.26,14780
DHG,20100511,18.11,18.26,18.11,18.26,12440
DHG,20100510,18.26,18.41,18.11,18.11,12290
DHG,20100507,18.41,18.41,18.11,18.41,29830
DHG,20100506,18.26,18.41,18.26,18.26,7720
DHG,20100505,18.26,18.56,18.26,18.41,33110
DHG,20100504,18.11,18.56,18.11,18.56,2840
DHG,20100429,18.41,18.56,18.41,18.56,40790
DHG,20100428,18.71,18.71,18.56,18.71,44430
DHG,20100427,18.26,18.71,18.26,18.71,15650
DHG,20100426,18.71,18.71,18.41,18.56,17920
DHG,20100422,18.41,18.41,18.11,18.41,15210
DHG,20100421,18.11,18.11,18.11,18.11,15670
DHG,20100420,18.11,18.26,17.96,18.11,22280
DHG,20100419,18.26,18.26,18.11,18.26,43210
DHG,20100416,18.41,18.41,18.11,18.26,33650
DHG,20100415,17.96,18.26,17.96,18.26,20120
DHG,20100414,17.96,17.96,17.81,17.96,27390
DHG,20100413,17.81,17.96,17.81,17.81,40900
DHG,20100412,18.11,18.11,17.81,18.11,41050
DHG,20100409,17.81,17.96,17.81,17.96,15370
DHG,20100408,17.96,18.11,17.81,17.81,83980
DHG,20100407,17.66,18.11,17.66,18.11,38580
DHG,20100406,17.81,18.11,17.81,18.11,42950
DHG,20100405,18.11,18.11,17.81,17.81,5260
DHG,20100402,17.96,17.96,17.81,17.81,13980
DHG,20100401,17.96,17.96,17.81,17.96,34700
DHG,20100331,17.96,17.96,17.81,17.81,20240
DHG,20100330,17.96,18.11,17.81,17.81,25040
DHG,20100329,17.96,18.11,17.96,17.96,10130
DHG,20100326,18.11,18.11,17.66,17.96,20780
DHG,20100325,17.81,18.11,17.81,17.96,18070
DHG,20100324,18.11,18.26,17.96,18.26,26020
DHG,20100323,17.51,17.96,17.51,17.96,7340
DHG,20100322,17.66,17.81,17.51,17.51,11790
DHG,20100319,17.81,17.96,17.36,17.36,173840
DHG,20100318,18.71,18.71,17.81,17.81,71240
DHG,20100317,18.41,18.71,18.11,18.11,50410
DHG,20100316,18.26,18.26,17.96,17.96,44930
DHG,20100315,18.86,18.86,18.26,18.26,60420
DHG,20100312,18.56,18.86,18.56,18.71,31790
DHG,20100311,18.86,18.86,18.71,18.71,6030
DHG,20100310,18.86,18.86,18.56,18.86,33730
DHG,20100309,18.56,18.86,18.56,18.86,38790
DHG,20100308,18.71,18.86,18.56,18.56,28370
DHG,20100305,18.56,19.01,18.56,18.71,16660
DHG,20100304,19.16,19.16,18.56,18.56,3680
DHG,20100303,18.71,18.71,18.41,18.56,8770
DHG,20100302,18.41,18.56,18.26,18.26,36020
DHG,20100301,18.71,19.01,18.71,18.86,46020
DHG,20100226,18.86,18.86,18.71,18.71,61390
DHG,20100225,18.71,18.86,18.71,18.86,48230
DHG,20100224,18.86,18.86,18.56,18.71,53050
DHG,20100223,18.71,18.86,18.71,18.86,131230
DHG,20100222,18.86,18.86,18.71,18.71,28350
DHG,20100212,19.01,19.01,18.56,18.71,20400
DHG,20100211,17.96,18.56,17.96,18.56,2910
DHG,20100210,18.41,18.41,17.81,18.26,15970
DHG,20100209,17.66,17.96,17.66,17.81,19370
DHG,20100208,17.66,18.11,17.66,17.81,9030
DHG,20100205,19.01,19.01,18.11,18.11,43770
DHG,20100204,19.31,19.31,19.01,19.01,15670
DHG,20100203,19.30,19.45,19.15,19.16,26260
DHG,20100202,19.46,19.46,19.16,19.30,32600
DHG,20100201,18.86,19.16,18.41,19.16,66770
DHG,20100129,18.56,18.71,18.41,18.56,49990
DHG,20100128,18.71,18.71,18.41,18.56,20450
DHG,20100127,19.01,19.01,18.56,18.56,79170
DHG,20100126,18.56,18.56,18.41,18.56,44650
DHG,20100125,17.66,17.81,17.66,17.81,8840
DHG,20100122,17.66,17.66,17.51,17.51,3060
DHG,20100121,17.66,17.81,17.51,17.51,15790
DHG,20100120,17.81,17.81,17.66,17.66,18360
